id_cliente,segmento_comprador,pais,ciudad
CUST00572,Inversionista,Mexico,Ciudad de México
CUST00573,Primera vez,Mexico,Ciudad de México
CUST00574,Inversionista,Mexico,Ciudad de México
CUST00575,Alto patrimonio,Mexico,Ciudad de México
CUST00576,Alto patrimonio,Mexico,Ciudad de México
CUST00577,Primera vez,Colombia,Bogotá
CUST00578,Alto patrimonio,Colombia,Bogotá
CUST00579,Primera vez,Mexico,Ciudad de México
CUST00580,Primera vez,Colombia,Bogotá
CUST00581,Primera vez,Mexico,Ciudad de México
CUST00582,Alto patrimonio,Colombia,Bogotá
CUST00583,Primera vez,Mexico,Ciudad de México
CUST00584,Primera vez,Mexico,Ciudad de México
CUST00585,Inversionista,Colombia,Bogotá
CUST00586,Primera vez,Colombia,Bogotá
CUST00587,Primera vez,Colombia,Bogotá
CUST00588,Primera vez,Mexico,Ciudad de México
CUST00589,Primera vez,Mexico,Ciudad de México
CUST00590,Primera vez,Colombia,Bogotá
CUST00591,Primera vez,Mexico,Ciudad de México
CUST00592,Inversionista,Colombia,Bogotá
CUST00593,Primera vez,Colombia,Bogotá
CUST00594,Primera vez,Mexico,Ciudad de México
CUST00595,Alto patrimonio,Colombia,Bogotá
CUST00596,Primera vez,Colombia,Bogotá
CUST00597,Inversionista,Colombia,Bogotá
CUST00598,Primera vez,Colombia,Bogotá
CUST00599,Primera vez,Colombia,Bogotá
CUST00600,Primera vez,Colombia,Bogotá
CUST00601,Primera vez,Mexico,Ciudad de México
CUST00602,Primera vez,Colombia,Bogotá
CUST00603,Primera vez,Mexico,Ciudad de México
CUST00604,Primera vez,Colombia,Bogotá
CUST00605,Primera vez,Colombia,Bogotá
CUST00606,Primera vez,Mexico,Ciudad de México
CUST00607,Primera vez,Mexico,Ciudad de México
CUST00608,Primera vez,Colombia,Bogotá
CUST00609,Primera vez,Mexico,Ciudad de México
CUST00610,Inversionista,Mexico,Ciudad de México
CUST00611,Primera vez,Mexico,Ciudad de México
CUST00612,Inversionista,Colombia,Bogotá
CUST00613,Inversionista,Colombia,Bogotá
CUST00614,Primera vez,Colombia,Bogotá
CUST00615,Alto patrimonio,Mexico,Ciudad de México
CUST00616,Alto patrimonio,Colombia,Bogotá
CUST00617,Primera vez,Mexico,Ciudad de México
CUST00618,Primera vez,Colombia,Bogotá
CUST00619,Inversionista,Colombia,Bogotá
CUST00620,Inversionista,Mexico,Ciudad de México
CUST00621,Primera vez,Colombia,Bogotá
CUST00622,Primera vez,Mexico,Ciudad de México
CUST00623,Primera vez,Mexico,Ciudad de México
CUST00624,Primera vez,Mexico,Ciudad de México
CUST00625,Inversionista,Mexico,Ciudad de México
CUST00626,Primera vez,Mexico,Ciudad de México
CUST00627,Primera vez,Mexico,Ciudad de México
CUST00628,Inversionista,Mexico,Ciudad de México
CUST00629,Primera vez,Colombia,Bogotá
CUST00630,Primera vez,Colombia,Bogotá
CUST00631,Inversionista,Colombia,Bogotá
CUST00632,Alto patrimonio,Colombia,Bogotá
CUST00633,Primera vez,Mexico,Ciudad de México
CUST00634,Primera vez,Mexico,Ciudad de México
CUST00635,Primera vez,Mexico,Ciudad de México
CUST00636,Primera vez,Colombia,Bogotá
CUST00637,Primera vez,Mexico,Ciudad de México
CUST00638,Primera vez,Colombia,Bogotá
CUST00639,Primera vez,Mexico,Ciudad de México
CUST00640,Primera vez,Mexico,Ciudad de México
CUST00641,Primera vez,Colombia,Bogotá
CUST00642,Primera vez,Colombia,Bogotá
CUST00643,Primera vez,Colombia,Bogotá
CUST00644,Primera vez,Mexico,Ciudad de México
CUST00645,Primera vez,Mexico,Ciudad de México
CUST00646,Alto patrimonio,Mexico,Ciudad de México
CUST00647,Inversionista,Colombia,Bogotá
CUST00648,Inversionista,Colombia,Bogotá
CUST00649,Inversionista,Mexico,Ciudad de México
CUST00650,Primera vez,Mexico,Ciudad de México
CUST00651,Primera vez,Colombia,Bogotá
CUST00652,Primera vez,Colombia,Bogotá
CUST00653,Inversionista,Mexico,Ciudad de México
CUST00654,Inversionista,Colombia,Bogotá
CUST00655,Primera vez,Colombia,Bogotá
CUST00656,Primera vez,Colombia,Bogotá
CUST00657,Primera vez,Mexico,Ciudad de México
CUST00658,Primera vez,Mexico,Ciudad de México
CUST00659,Inversionista,Mexico,Ciudad de México
CUST00660,Inversionista,Mexico,Ciudad de México
CUST00661,Primera vez,Colombia,Bogotá
CUST00662,Alto patrimonio,Colombia,Bogotá
CUST00663,Inversionista,Mexico,Ciudad de México
CUST00664,Primera vez,Colombia,Bogotá
CUST00665,Primera vez,Mexico,Ciudad de México
CUST00666,Primera vez,Colombia,Bogotá
CUST00667,Primera vez,Colombia,Bogotá
CUST00668,Primera vez,Colombia,Bogotá
CUST00669,Primera vez,Colombia,Bogotá
CUST00670,Primera vez,Colombia,Bogotá
CUST00671,Primera vez,Colombia,Bogotá
CUST00672,Alto patrimonio,Mexico,Ciudad de México
CUST00673,Primera vez,Colombia,Bogotá
CUST00674,Primera vez,Mexico,Ciudad de México
CUST00675,Primera vez,Mexico,Ciudad de México
CUST00676,Alto patrimonio,Mexico,Ciudad de México
CUST00677,Primera vez,Mexico,Ciudad de México
CUST00678,Primera vez,Mexico,Ciudad de México
CUST00679,Alto patrimonio,Colombia,Bogotá
CUST00680,Alto patrimonio,Colombia,Bogotá
CUST00681,Inversionista,Colombia,Bogotá
CUST00682,Primera vez,Mexico,Ciudad de México
CUST00683,Primera vez,Mexico,Ciudad de México
CUST00684,Inversionista,Colombia,Bogotá
CUST00685,Alto patrimonio,Colombia,Bogotá
CUST00686,Inversionista,Mexico,Ciudad de México
CUST00687,Inversionista,Colombia,Bogotá
CUST00688,Primera vez,Mexico,Ciudad de México
CUST00689,Inversionista,Mexico,Ciudad de México
CUST00690,Primera vez,Mexico,Ciudad de México
CUST00691,Primera vez,Mexico,Ciudad de México
CUST00692,Primera vez,Mexico,Ciudad de México
CUST00693,Primera vez,Colombia,Bogotá
CUST00694,Primera vez,Mexico,Ciudad de México
CUST00695,Primera vez,Mexico,Ciudad de México
CUST00696,Inversionista,Colombia,Bogotá
CUST00697,Primera vez,Colombia,Bogotá
CUST00698,Inversionista,Colombia,Bogotá
CUST00699,Primera vez,Colombia,Bogotá
CUST00700,Primera vez,Mexico,Ciudad de México
CUST00701,Primera vez,Mexico,Ciudad de México
CUST00702,Primera vez,Colombia,Bogotá
CUST00703,Primera vez,Colombia,Bogotá
CUST00704,Primera vez,Mexico,Ciudad de México
CUST00705,Primera vez,Colombia,Bogotá
CUST00706,Alto patrimonio,Colombia,Bogotá
CUST00707,Primera vez,Mexico,Ciudad de México
CUST00708,Inversionista,Mexico,Ciudad de México
CUST00709,Primera vez,Colombia,Bogotá
CUST00710,Inversionista,Colombia,Bogotá
CUST00711,Inversionista,Colombia,Bogotá
CUST00712,Inversionista,Mexico,Ciudad de México
CUST00713,Primera vez,Mexico,Ciudad de México
CUST00714,Primera vez,Colombia,Bogotá
CUST00715,Primera vez,Mexico,Ciudad de México
CUST00716,Alto patrimonio,Mexico,Ciudad de México
CUST00717,Inversionista,Colombia,Bogotá
CUST00718,Alto patrimonio,Colombia,Bogotá
CUST00719,Primera vez,Mexico,Ciudad de México
CUST00720,Inversionista,Colombia,Bogotá
CUST00721,Alto patrimonio,Colombia,Bogotá
CUST00722,Primera vez,Mexico,Ciudad de México
CUST00723,Primera vez,Mexico,Ciudad de México
CUST00724,Inversionista,Mexico,Ciudad de México
CUST00725,Inversionista,Mexico,Ciudad de México
CUST00726,Inversionista,Mexico,Ciudad de México
CUST00727,Primera vez,Colombia,Bogotá
CUST00728,Inversionista,Mexico,Ciudad de México
CUST00729,Primera vez,Colombia,Bogotá
CUST00730,Primera vez,Colombia,Bogotá
CUST00731,Primera vez,Mexico,Ciudad de México
CUST00732,Inversionista,Mexico,Ciudad de México
CUST00733,Inversionista,Colombia,Bogotá
CUST00734,Primera vez,Mexico,Ciudad de México
CUST00735,Primera vez,Colombia,Bogotá
CUST00736,Alto patrimonio,Colombia,Bogotá
CUST00737,Primera vez,Colombia,Bogotá
CUST00738,Inversionista,Mexico,Ciudad de México
CUST00739,Primera vez,Mexico,Ciudad de México
CUST00740,Primera vez,Colombia,Bogotá
CUST00741,Primera vez,Mexico,Ciudad de México
CUST00742,Primera vez,Colombia,Bogotá
CUST00743,Inversionista,Mexico,Ciudad de México
CUST00744,Primera vez,Colombia,Bogotá
CUST00745,Primera vez,Colombia,Bogotá
CUST00746,Alto patrimonio,Mexico,Ciudad de México
CUST00747,Primera vez,Colombia,Bogotá
CUST00748,Primera vez,Colombia,Bogotá
CUST00749,Alto patrimonio,Mexico,Ciudad de México
CUST00750,Inversionista,Mexico,Ciudad de México
CUST00751,Primera vez,Colombia,Bogotá
CUST00752,Alto patrimonio,Colombia,Bogotá
CUST00753,Inversionista,Colombia,Bogotá
CUST00754,Primera vez,Colombia,Bogotá
CUST00755,Primera vez,Colombia,Bogotá
CUST00756,Inversionista,Mexico,Ciudad de México
CUST00757,Inversionista,Mexico,Ciudad de México
CUST00758,Primera vez,Colombia,Bogotá
CUST00759,Alto patrimonio,Colombia,Bogotá
CUST00760,Inversionista,Colombia,Bogotá
CUST00761,Primera vez,Colombia,Bogotá
CUST00762,Primera vez,Mexico,Ciudad de México
CUST00763,Primera vez,Colombia,Bogotá
CUST00764,Inversionista,Colombia,Bogotá
CUST00765,Primera vez,Mexico,Ciudad de México
CUST00766,Inversionista,Colombia,Bogotá
CUST00767,Inversionista,Mexico,Ciudad de México
CUST00768,Alto patrimonio,Colombia,Bogotá
CUST00769,Primera vez,Mexico,Ciudad de México
CUST00770,Inversionista,Mexico,Ciudad de México
CUST00771,Primera vez,Mexico,Ciudad de México
CUST00772,Inversionista,Mexico,Ciudad de México
CUST00773,Primera vez,Colombia,Bogotá
CUST00774,Primera vez,Colombia,Bogotá
CUST00775,Inversionista,Mexico,Ciudad de México
CUST00776,Primera vez,Mexico,Ciudad de México
CUST00777,Primera vez,Colombia,Bogotá
CUST00778,Inversionista,Colombia,Bogotá
CUST00779,Inversionista,Colombia,Bogotá
CUST00780,Inversionista,Colombia,Bogotá
CUST00781,Inversionista,Colombia,Bogotá
CUST00782,Primera vez,Mexico,Ciudad de México
CUST00783,Primera vez,Colombia,Bogotá
CUST00784,Primera vez,Colombia,Bogotá
CUST00785,Primera vez,Mexico,Ciudad de México
CUST00786,Alto patrimonio,Mexico,Ciudad de México
CUST00787,Inversionista,Mexico,Ciudad de México
CUST00788,Primera vez,Mexico,Ciudad de México
CUST00789,Primera vez,Colombia,Bogotá
CUST00790,Alto patrimonio,Mexico,Ciudad de México
CUST00791,Primera vez,Mexico,Ciudad de México
CUST00792,Inversionista,Colombia,Bogotá
CUST00793,Primera vez,Mexico,Ciudad de México
CUST00794,Inversionista,Mexico,Ciudad de México
CUST00795,Primera vez,Colombia,Bogotá
CUST00796,Alto patrimonio,Colombia,Bogotá
CUST00797,Alto patrimonio,Colombia,Bogotá
CUST00798,Inversionista,Colombia,Bogotá
CUST00799,Inversionista,Colombia,Bogotá
CUST00800,Alto patrimonio,Mexico,Ciudad de México
CUST00801,Inversionista,Colombia,Bogotá
CUST00802,Primera vez,Mexico,Ciudad de México
CUST00803,Inversionista,Mexico,Ciudad de México
CUST00804,Inversionista,Mexico,Ciudad de México
CUST00805,Primera vez,Mexico,Ciudad de México
CUST00806,Inversionista,Colombia,Bogotá
CUST00807,Alto patrimonio,Colombia,Bogotá
CUST00808,Alto patrimonio,Mexico,Ciudad de México
CUST00809,Primera vez,Mexico,Ciudad de México
CUST00810,Primera vez,Mexico,Ciudad de México
CUST00811,Alto patrimonio,Colombia,Bogotá
CUST00812,Inversionista,Mexico,Ciudad de México
CUST00813,Primera vez,Colombia,Bogotá
CUST00814,Alto patrimonio,Mexico,Ciudad de México
CUST00815,Alto patrimonio,Mexico,Ciudad de México
CUST00816,Primera vez,Colombia,Bogotá
CUST00817,Inversionista,Mexico,Ciudad de México
CUST00818,Primera vez,Colombia,Bogotá
CUST00819,Primera vez,Colombia,Bogotá
CUST00820,Primera vez,Colombia,Bogotá
CUST00821,Inversionista,Mexico,Ciudad de México
CUST00822,Primera vez,Mexico,Ciudad de México
CUST00823,Primera vez,Mexico,Ciudad de México
CUST00824,Primera vez,Colombia,Bogotá
CUST00825,Primera vez,Mexico,Ciudad de México
CUST00826,Alto patrimonio,Mexico,Ciudad de México
CUST00827,Primera vez,Colombia,Bogotá
CUST00828,Primera vez,Mexico,Ciudad de México
CUST00829,Inversionista,Colombia,Bogotá
CUST00830,Primera vez,Mexico,Ciudad de México
CUST00831,Primera vez,Colombia,Bogotá
CUST00832,Primera vez,Colombia,Bogotá
CUST00833,Primera vez,Colombia,Bogotá
CUST00834,Primera vez,Mexico,Ciudad de México
CUST00835,Primera vez,Colombia,Bogotá
CUST00836,Primera vez,Colombia,Bogotá
CUST00837,Alto patrimonio,Mexico,Ciudad de México
CUST00838,Primera vez,Mexico,Ciudad de México
CUST00839,Inversionista,Colombia,Bogotá
CUST00840,Inversionista,Colombia,Bogotá
CUST00841,Primera vez,Colombia,Bogotá
CUST00842,Inversionista,Colombia,Bogotá
CUST00843,Primera vez,Mexico,Ciudad de México
CUST00844,Alto patrimonio,Mexico,Ciudad de México
CUST00845,Primera vez,Mexico,Ciudad de México
CUST00846,Primera vez,Colombia,Bogotá
CUST00847,Primera vez,Mexico,Ciudad de México
CUST00848,Alto patrimonio,Mexico,Ciudad de México
CUST00849,Primera vez,Mexico,Ciudad de México
CUST00850,Inversionista,Mexico,Ciudad de México
CUST00851,Primera vez,Mexico,Ciudad de México
CUST00852,Inversionista,Mexico,Ciudad de México
CUST00853,Primera vez,Colombia,Bogotá
CUST00854,Alto patrimonio,Mexico,Ciudad de México
CUST00855,Primera vez,Mexico,Ciudad de México
CUST00856,Primera vez,Mexico,Ciudad de México
CUST00857,Primera vez,Colombia,Bogotá
CUST00858,Primera vez,Mexico,Ciudad de México
CUST00859,Inversionista,Mexico,Ciudad de México
CUST00860,Primera vez,Colombia,Bogotá
CUST00861,Inversionista,Colombia,Bogotá
CUST00862,Primera vez,Mexico,Ciudad de México
CUST00863,Primera vez,Mexico,Ciudad de México
CUST00864,Primera vez,Mexico,Ciudad de México
CUST00865,Primera vez,Colombia,Bogotá
CUST00866,Inversionista,Mexico,Ciudad de México
CUST00867,Primera vez,Colombia,Bogotá
CUST00868,Primera vez,Colombia,Bogotá
CUST00869,Alto patrimonio,Colombia,Bogotá
CUST00870,Alto patrimonio,Colombia,Bogotá
CUST00871,Primera vez,Colombia,Bogotá
CUST00872,Primera vez,Colombia,Bogotá
CUST00873,Inversionista,Colombia,Bogotá
CUST00874,Primera vez,Colombia,Bogotá
CUST00875,Primera vez,Colombia,Bogotá
CUST00876,Primera vez,Colombia,Bogotá
CUST00877,Inversionista,Colombia,Bogotá
CUST00878,Inversionista,Mexico,Ciudad de México
CUST00879,Primera vez,Colombia,Bogotá
CUST00880,Primera vez,Colombia,Bogotá
CUST00881,Primera vez,Colombia,Bogotá
CUST00882,Inversionista,Colombia,Bogotá
CUST00883,Primera vez,Mexico,Ciudad de México
CUST00884,Primera vez,Mexico,Ciudad de México
CUST00885,Inversionista,Mexico,Ciudad de México
CUST00886,Primera vez,Mexico,Ciudad de México
CUST00887,Inversionista,Mexico,Ciudad de México
CUST00888,Primera vez,Colombia,Bogotá
CUST00889,Primera vez,Colombia,Bogotá
CUST00890,Primera vez,Colombia,Bogotá
CUST00891,Inversionista,Colombia,Bogotá
CUST00892,Alto patrimonio,Mexico,Ciudad de México
CUST00893,Inversionista,Mexico,Ciudad de México
CUST00894,Primera vez,Colombia,Bogotá
CUST00895,Inversionista,Mexico,Ciudad de México
CUST00896,Primera vez,Mexico,Ciudad de México
CUST00897,Primera vez,Colombia,Bogotá
CUST00898,Alto patrimonio,Colombia,Bogotá
CUST00899,Primera vez,Colombia,Bogotá
CUST00900,Primera vez,Colombia,Bogotá
CUST00901,Primera vez,Colombia,Bogotá
CUST00902,Primera vez,Colombia,Bogotá
CUST00903,Primera vez,Colombia,Bogotá
CUST00904,Inversionista,Colombia,Bogotá
CUST00905,Primera vez,Mexico,Ciudad de México
CUST00906,Alto patrimonio,Mexico,Ciudad de México
CUST00907,Inversionista,Mexico,Ciudad de México
CUST00908,Primera vez,Colombia,Bogotá
CUST00909,Primera vez,Colombia,Bogotá
CUST00910,Primera vez,Mexico,Ciudad de México
CUST00911,Inversionista,Colombia,Bogotá
CUST00912,Primera vez,Colombia,Bogotá
CUST00913,Inversionista,Mexico,Ciudad de México
CUST00914,Primera vez,Mexico,Ciudad de México
CUST00915,Inversionista,Colombia,Bogotá
CUST00916,Primera vez,Colombia,Bogotá
CUST00917,Primera vez,Colombia,Bogotá
CUST00918,Alto patrimonio,Colombia,Bogotá
CUST00919,Inversionista,Colombia,Bogotá
CUST00920,Primera vez,Colombia,Bogotá
CUST00921,Alto patrimonio,Colombia,Bogotá
CUST00922,Primera vez,Mexico,Ciudad de México
CUST00923,Alto patrimonio,Mexico,Ciudad de México
CUST00924,Inversionista,Mexico,Ciudad de México
CUST00925,Primera vez,Colombia,Bogotá
CUST00926,Primera vez,Colombia,Bogotá
CUST00927,Primera vez,Colombia,Bogotá
CUST00928,Primera vez,Colombia,Bogotá
CUST00929,Inversionista,Colombia,Bogotá
CUST00930,Primera vez,Mexico,Ciudad de México
CUST00931,Primera vez,Mexico,Ciudad de México
CUST00932,Inversionista,Mexico,Ciudad de México
CUST00933,Alto patrimonio,Colombia,Bogotá
CUST00934,Primera vez,Mexico,Ciudad de México
CUST00935,Primera vez,Colombia,Bogotá
CUST00936,Primera vez,Colombia,Bogotá
CUST00937,Primera vez,Colombia,Bogotá
CUST00938,Alto patrimonio,Mexico,Ciudad de México
CUST00939,Primera vez,Mexico,Ciudad de México
CUST00940,Inversionista,Colombia,Bogotá
CUST00941,Primera vez,Mexico,Ciudad de México
CUST00942,Inversionista,Mexico,Ciudad de México
CUST00943,Inversionista,Colombia,Bogotá
CUST00944,Inversionista,Colombia,Bogotá
CUST00945,Primera vez,Colombia,Bogotá
CUST00946,Primera vez,Mexico,Ciudad de México
CUST00947,Primera vez,Colombia,Bogotá
CUST00948,Alto patrimonio,Mexico,Ciudad de México
CUST00949,Alto patrimonio,Colombia,Bogotá
CUST00950,Inversionista,Mexico,Ciudad de México
CUST00951,Inversionista,Colombia,Bogotá
CUST00952,Inversionista,Mexico,Ciudad de México
CUST00953,Primera vez,Mexico,Ciudad de México
CUST00954,Alto patrimonio,Mexico,Ciudad de México
CUST00955,Primera vez,Mexico,Ciudad de México
CUST00956,Primera vez,Colombia,Bogotá
CUST00957,Primera vez,Mexico,Ciudad de México
CUST00958,Primera vez,Colombia,Bogotá
CUST00959,Primera vez,Colombia,Bogotá
CUST00960,Inversionista,Mexico,Ciudad de México
CUST00961,Primera vez,Colombia,Bogotá
CUST00962,Inversionista,Colombia,Bogotá
CUST00963,Primera vez,Mexico,Ciudad de México
CUST00964,Primera vez,Colombia,Bogotá
CUST00965,Primera vez,Mexico,Ciudad de México
CUST00966,Primera vez,Colombia,Bogotá
CUST00967,Inversionista,Colombia,Bogotá
CUST00968,Primera vez,Colombia,Bogotá
CUST00969,Inversionista,Mexico,Ciudad de México
CUST00970,Primera vez,Mexico,Ciudad de México
CUST00971,Inversionista,Mexico,Ciudad de México
CUST00972,Alto patrimonio,Mexico,Ciudad de México
CUST00973,Inversionista,Colombia,Bogotá
CUST00974,Primera vez,Colombia,Bogotá
CUST00975,Primera vez,Mexico,Ciudad de México
CUST00976,Primera vez,Colombia,Bogotá
CUST00977,Inversionista,Colombia,Bogotá
CUST00978,Primera vez,Colombia,Bogotá
CUST00979,Primera vez,Mexico,Ciudad de México
CUST00980,Inversionista,Mexico,Ciudad de México
CUST00981,Primera vez,Colombia,Bogotá
CUST00982,Inversionista,Colombia,Bogotá
CUST00983,Primera vez,Mexico,Ciudad de México
CUST00984,Primera vez,Mexico,Ciudad de México
CUST00985,Inversionista,Colombia,Bogotá
CUST00986,Primera vez,Mexico,Ciudad de México
CUST00987,Inversionista,Colombia,Bogotá
CUST00988,Primera vez,Colombia,Bogotá
CUST00989,Primera vez,Mexico,Ciudad de México
CUST00990,Inversionista,Mexico,Ciudad de México
CUST00991,Inversionista,Colombia,Bogotá
CUST00992,Inversionista,Mexico,Ciudad de México
CUST00993,Primera vez,Mexico,Ciudad de México
CUST00994,Inversionista,Mexico,Ciudad de México
CUST00995,Primera vez,Mexico,Ciudad de México
CUST00996,Primera vez,Mexico,Ciudad de México
CUST00997,Alto patrimonio,Colombia,Bogotá
CUST00998,Primera vez,Colombia,Bogotá
CUST00999,Alto patrimonio,Colombia,Bogotá
CUST01000,Primera vez,Colombia,Bogotá
CUST01001,Primera vez,Mexico,Ciudad de México
CUST01002,Primera vez,Colombia,Bogotá
CUST01003,Alto patrimonio,Colombia,Bogotá
CUST01004,Inversionista,Colombia,Bogotá
CUST01005,Inversionista,Colombia,Bogotá
CUST01006,Inversionista,Colombia,Bogotá
CUST01007,Inversionista,Mexico,Ciudad de México
CUST01008,Inversionista,Colombia,Bogotá
CUST01009,Primera vez,Mexico,Ciudad de México
CUST01010,Primera vez,Mexico,Ciudad de México
CUST01011,Primera vez,Colombia,Bogotá
CUST01012,Alto patrimonio,Colombia,Bogotá
CUST01013,Alto patrimonio,Colombia,Bogotá
CUST01014,Primera vez,Mexico,Ciudad de México
CUST01015,Inversionista,Mexico,Ciudad de México
CUST01016,Alto patrimonio,Colombia,Bogotá
CUST01017,Primera vez,Mexico,Ciudad de México
CUST01018,Inversionista,Mexico,Ciudad de México
CUST01019,Alto patrimonio,Colombia,Bogotá
CUST01020,Primera vez,Colombia,Bogotá
CUST01021,Inversionista,Mexico,Ciudad de México
CUST01022,Primera vez,Mexico,Ciudad de México
CUST01023,Alto patrimonio,Mexico,Ciudad de México
CUST01024,Alto patrimonio,Mexico,Ciudad de México
CUST01025,Alto patrimonio,Mexico,Ciudad de México
CUST01026,Primera vez,Colombia,Bogotá
CUST01027,Alto patrimonio,Mexico,Ciudad de México
CUST01028,Inversionista,Mexico,Ciudad de México
CUST01029,Primera vez,Mexico,Ciudad de México
CUST01030,Inversionista,Colombia,Bogotá
CUST01031,Primera vez,Colombia,Bogotá
CUST01032,Inversionista,Colombia,Bogotá
CUST01033,Primera vez,Colombia,Bogotá
CUST01034,Primera vez,Colombia,Bogotá
CUST01035,Primera vez,Mexico,Ciudad de México
CUST01036,Inversionista,Mexico,Ciudad de México
CUST01037,Primera vez,Colombia,Bogotá
CUST01038,Inversionista,Mexico,Ciudad de México
CUST01039,Primera vez,Colombia,Bogotá
CUST01040,Primera vez,Colombia,Bogotá
CUST01041,Primera vez,Colombia,Bogotá
CUST01042,Inversionista,Colombia,Bogotá
CUST01043,Primera vez,Colombia,Bogotá
CUST01044,Inversionista,Colombia,Bogotá
CUST01045,Alto patrimonio,Colombia,Bogotá
CUST01046,Inversionista,Mexico,Ciudad de México
CUST01047,Primera vez,Colombia,Bogotá
CUST01048,Primera vez,Mexico,Ciudad de México
CUST01049,Alto patrimonio,Mexico,Ciudad de México
CUST01050,Primera vez,Mexico,Ciudad de México
CUST01051,Alto patrimonio,Mexico,Ciudad de México
CUST01052,Primera vez,Colombia,Bogotá
CUST01053,Alto patrimonio,Colombia,Bogotá
CUST01054,Inversionista,Mexico,Ciudad de México
CUST01055,Alto patrimonio,Colombia,Bogotá
CUST01056,Primera vez,Mexico,Ciudad de México
CUST01057,Inversionista,Mexico,Ciudad de México
CUST01058,Primera vez,Mexico,Ciudad de México
CUST01059,Primera vez,Mexico,Ciudad de México
CUST01060,Inversionista,Mexico,Ciudad de México
CUST01061,Alto patrimonio,Mexico,Ciudad de México
CUST01062,Alto patrimonio,Colombia,Bogotá
CUST01063,Inversionista,Mexico,Ciudad de México
CUST01064,Primera vez,Colombia,Bogotá
CUST01065,Primera vez,Colombia,Bogotá
CUST01066,Inversionista,Mexico,Ciudad de México
CUST01067,Primera vez,Colombia,Bogotá
CUST01068,Primera vez,Colombia,Bogotá
CUST01069,Primera vez,Colombia,Bogotá
CUST01070,Primera vez,Mexico,Ciudad de México
CUST01071,Primera vez,Colombia,Bogotá
CUST01072,Primera vez,Mexico,Ciudad de México
CUST01073,Primera vez,Colombia,Bogotá
CUST01074,Primera vez,Mexico,Ciudad de México
CUST01075,Alto patrimonio,Mexico,Ciudad de México
CUST01076,Primera vez,Colombia,Bogotá
CUST01077,Primera vez,Colombia,Bogotá
CUST01078,Inversionista,Colombia,Bogotá
CUST01079,Primera vez,Mexico,Ciudad de México
CUST01080,Alto patrimonio,Mexico,Ciudad de México
CUST01081,Inversionista,Mexico,Ciudad de México
CUST01082,Primera vez,Colombia,Bogotá
CUST01083,Primera vez,Mexico,Ciudad de México
CUST01084,Alto patrimonio,Mexico,Ciudad de México
CUST01085,Alto patrimonio,Mexico,Ciudad de México
CUST01086,Primera vez,Mexico,Ciudad de México
CUST01087,Inversionista,Colombia,Bogotá
CUST01088,Primera vez,Colombia,Bogotá
CUST01089,Alto patrimonio,Mexico,Ciudad de México
CUST01090,Primera vez,Mexico,Ciudad de México
CUST01091,Alto patrimonio,Mexico,Ciudad de México
CUST01092,Inversionista,Colombia,Bogotá
CUST01093,Inversionista,Colombia,Bogotá
CUST01094,Primera vez,Colombia,Bogotá
CUST01095,Primera vez,Colombia,Bogotá
CUST01096,Primera vez,Mexico,Ciudad de México
CUST01097,Primera vez,Mexico,Ciudad de México
CUST01098,Primera vez,Colombia,Bogotá
CUST01099,Inversionista,Colombia,Bogotá
CUST01100,Primera vez,Colombia,Bogotá
CUST01101,Primera vez,Colombia,Bogotá
CUST01102,Alto patrimonio,Mexico,Ciudad de México
CUST01103,Alto patrimonio,Mexico,Ciudad de México
CUST01104,Alto patrimonio,Colombia,Bogotá
CUST01105,Alto patrimonio,Mexico,Ciudad de México
CUST01106,Primera vez,Mexico,Ciudad de México
CUST01107,Primera vez,Mexico,Ciudad de México
CUST01108,Inversionista,Colombia,Bogotá
CUST01109,Inversionista,Mexico,Ciudad de México
CUST01110,Primera vez,Colombia,Bogotá
CUST01111,Inversionista,Colombia,Bogotá
CUST01112,Primera vez,Colombia,Bogotá
CUST01113,Primera vez,Colombia,Bogotá
CUST01114,Primera vez,Colombia,Bogotá
CUST01115,Inversionista,Colombia,Bogotá
CUST01116,Inversionista,Colombia,Bogotá
CUST01117,Primera vez,Mexico,Ciudad de México
CUST01118,Alto patrimonio,Mexico,Ciudad de México
CUST01119,Primera vez,Colombia,Bogotá
CUST01120,Primera vez,Mexico,Ciudad de México
CUST01121,Alto patrimonio,Mexico,Ciudad de México
CUST01122,Alto patrimonio,Mexico,Ciudad de México
CUST01123,Alto patrimonio,Colombia,Bogotá
CUST01124,Inversionista,Mexico,Ciudad de México
CUST01125,Inversionista,Mexico,Ciudad de México
CUST01126,Inversionista,Mexico,Ciudad de México
CUST01127,Primera vez,Colombia,Bogotá
CUST01128,Primera vez,Colombia,Bogotá
CUST01129,Primera vez,Mexico,Ciudad de México
CUST01130,Primera vez,Colombia,Bogotá
CUST01131,Inversionista,Colombia,Bogotá
CUST01132,Primera vez,Colombia,Bogotá
CUST01133,Primera vez,Mexico,Ciudad de México
CUST01134,Primera vez,Mexico,Ciudad de México
CUST01135,Inversionista,Colombia,Bogotá
CUST01136,Primera vez,Mexico,Ciudad de México
CUST01137,Alto patrimonio,Colombia,Bogotá
CUST01138,Primera vez,Mexico,Ciudad de México
CUST01139,Primera vez,Mexico,Ciudad de México
CUST01140,Inversionista,Mexico,Ciudad de México
CUST01141,Inversionista,Mexico,Ciudad de México
CUST01142,Primera vez,Colombia,Bogotá
CUST01143,Inversionista,Mexico,Ciudad de México
